DIP:18E	DIP:634N			S06119	85054	DIP:243N			A49426	627246	8906794	Immunoprecipitation
DIP:37143E	DIP:20132N		Q9Y0I1		21357515	DIP:23125N		Q9VDS6		17738053	14605208	Two hybrid test
DIP:37144E	DIP:19187N				19921244	DIP:23125N		Q9VDS6		17738053	14605208	Two hybrid test
DIP:37145E	DIP:20867N				21356069	DIP:18343N				21356365	14605208	Two hybrid test
DIP:37146E	DIP:18856N				17647723	DIP:20061N				24640183	14605208	Two hybrid test
DIP:37147E	DIP:18365N				24646199	DIP:20464N				20128999	14605208	Two hybrid test
DIP:37148E	DIP:23745N				21355675	DIP:18793N		P82147	S42032	17737499	14605208	Two hybrid test
DIP:37149E	DIP:20233N				24659272	DIP:18793N		P82147	S42032	17737499	14605208	Two hybrid test
DIP:37150E	DIP:17464N				24584835	DIP:23746N				24583152	14605208	Two hybrid test
DIP:37151E	DIP:23747N				18859955	DIP:23746N				24583152	14605208	Two hybrid test
DIP:37152E	DIP:21567N				28573464	DIP:19934N				24648289	14605208	Two hybrid test
DIP:37153E	DIP:18368N				28573549	DIP:21439N				24647265	14605208	Two hybrid test
DIP:37154E	DIP:17706N		P25008	A40269	17136688	DIP:21439N				24647265	14605208	Two hybrid test
DIP:37155E	DIP:22840N				24659086	DIP:21439N				24647265	14605208	Two hybrid test
DIP:37156E	DIP:18637N				21356797	DIP:17500N		P06002	OOFF	17738051	14605208	Two hybrid test
DIP:37157E	DIP:17711N				24647385	DIP:17500N		P06002	OOFF	17738051	14605208	Two hybrid test
DIP:37158E	DIP:17850N				24584043	DIP:20249N				24650072	14605208	Two hybrid test
DIP:37159E	DIP:20694N				17137220	DIP:20976N				24640246	14605208	Two hybrid test
DIP:37160E	DIP:17189N				28574406	DIP:23114N				21357223	14605208	Two hybrid test
DIP:37161E	DIP:23748N		P08630		17136510	DIP:23461N				20130357	14605208	Two hybrid test
DIP:37162E	DIP:17231N				18858161	DIP:18168N				24649250	14605208	Two hybrid test
DIP:37163E	DIP:18317N				24645869	DIP:18168N				24649250	14605208	Two hybrid test
DIP:37164E	DIP:19314N				24650311	DIP:18168N				24649250	14605208	Two hybrid test
DIP:37165E	DIP:17833N				24659237	DIP:18168N				24649250	14605208	Two hybrid test
DIP:37166E	DIP:17415N				24667063	DIP:18168N				24649250	14605208	Two hybrid test
DIP:37167E	DIP:18773N		P40427	A48840	17647403	DIP:18168N				24649250	14605208	Two hybrid test
DIP:37168E	DIP:21128N				21358025	DIP:18168N				24649250	14605208	Two hybrid test
DIP:37169E	DIP:17415N				24667063	DIP:19090N				21356367	14605208	Two hybrid test
DIP:37170E	DIP:17878N				19920604	DIP:19090N				21356367	14605208	Two hybrid test
DIP:37171E	DIP:17684N				24583419	DIP:23749N				24640260	14605208	Two hybrid test
DIP:37172E	DIP:17336N				21358039	DIP:23750N				17316372	14605208	Two hybrid test
DIP:37173E	DIP:17607N				24645058	DIP:22244N				17137578	14605208	Two hybrid test
DIP:37174E	DIP:18029N				24656431	DIP:21983N				24650088	14605208	Two hybrid test
DIP:37175E	DIP:17879N		Q9VQQ9		19920648	DIP:20341N			JC7565	19921126	14605208	Two hybrid test
DIP:37176E	DIP:18123N				24585499	DIP:20341N			JC7565	19921126	14605208	Two hybrid test
DIP:37177E	DIP:18393N				21356415	DIP:23751N				17137574	14605208	Two hybrid test
DIP:37178E	DIP:17449N				24653385	DIP:21067N				24640268	14605208	Two hybrid test
DIP:37179E	DIP:17933N				24580815	DIP:21067N				24640268	14605208	Two hybrid test
DIP:37180E	DIP:17645N				20129967	DIP:21067N				24640268	14605208	Two hybrid test
DIP:37181E	DIP:18186N				17137700	DIP:21067N				24640268	14605208	Two hybrid test
DIP:37182E	DIP:18304N				24649164	DIP:21067N				24640268	14605208	Two hybrid test
DIP:37183E	DIP:23752N				24582714	DIP:21067N				24640268	14605208	Two hybrid test
DIP:37184E	DIP:20862N				28573576	DIP:21067N				24640268	14605208	Two hybrid test
DIP:37185E	DIP:22512N		P37157	S20914	17136652	DIP:21067N				24640268	14605208	Two hybrid test
DIP:37186E	DIP:18394N				21358103	DIP:23753N		P91927		19922902	14605208	Two hybrid test
DIP:37187E	DIP:23754N				21355539	DIP:22749N		Q9V427		18858897	14605208	Two hybrid test
DIP:37188E	DIP:17671N				24664004	DIP:19465N				17737893	14605208	Two hybrid test
DIP:37189E	DIP:18977N				24664199	DIP:19465N				17737893	14605208	Two hybrid test
DIP:37190E	DIP:17332N				24653562	DIP:23755N				24658135	14605208	Two hybrid test
DIP:37191E	DIP:17631N				24665229	DIP:23756N				24583165	14605208	Two hybrid test
DIP:37192E	DIP:17359N				24582212	DIP:23757N				17648033	14605208	Two hybrid test
DIP:37193E	DIP:17425N				24666524	DIP:17984N				17137528	14605208	Two hybrid test
DIP:37194E	DIP:17969N		P07487		17933600	DIP:19430N				24658155	14605208	Two hybrid test
DIP:37195E	DIP:18485N				24654441	DIP:21182N				24648264	14605208	Two hybrid test
DIP:37196E	DIP:18138N				19921250	DIP:18589N			S58776	28574889	14605208	Two hybrid test
DIP:37197E	DIP:19061N				24646972	DIP:18589N			S58776	28574889	14605208	Two hybrid test
DIP:37198E	DIP:20877N				28574565	DIP:23758N				24658174	14605208	Two hybrid test
DIP:37199E	DIP:17329N		P52485		17137158	DIP:23759N				24658169	14605208	Two hybrid test
DIP:37200E	DIP:20272N				17137692	DIP:20040N				19922904	14605208	Two hybrid test
DIP:37201E	DIP:18332N				24648294	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37202E	DIP:18503N				24654595	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37203E	DIP:17670N				24584828	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37204E	DIP:19249N				24648461	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37205E	DIP:18425N				24650747	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37206E	DIP:18595N				17648123	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37207E	DIP:17546N				17136920	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37208E	DIP:17473N		P35415	S22028	24661112	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37209E	DIP:22012N				24645621	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37210E	DIP:17059N				20130085	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37211E	DIP:18204N				24648828	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37212E	DIP:20752N				24666532	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37213E	DIP:23760N				24649099	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37214E	DIP:23761N				24662713	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37215E	DIP:17388N				24646440	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37216E	DIP:17268N		O46036		24646446	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37217E	DIP:17816N				22024114	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37218E	DIP:22308N			A41216	18110536	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37219E	DIP:18926N				24655474	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37220E	DIP:626N		P13097	S03626	17981745	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37221E	DIP:17467N				17137696	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37222E	DIP:19514N				24581467	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37223E	DIP:21209N				24652770	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37224E	DIP:17508N				28574284	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37225E	DIP:17552N				21355383	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37226E	DIP:20716N				21355597	DIP:17231N				18858161	14605208	Two hybrid test
DIP:37227E	DIP:23762N				17933686	DIP:17090N				20129451	14605208	Two hybrid test
DIP:37228E	DIP:18926N				24655474	DIP:19847N				19922906	14605208	Two hybrid test
DIP:37229E	DIP:19849N				21355783	DIP:19847N				19922906	14605208	Two hybrid test
DIP:37230E	DIP:23763N				24663212	DIP:17884N				21355365	14605208	Two hybrid test
DIP:37231E	DIP:20787N		Q9V7D2		21355551	DIP:17884N				21355365	14605208	Two hybrid test
DIP:37232E	DIP:20168N				24651897	DIP:17884N				21355365	14605208	Two hybrid test
DIP:37233E	DIP:18194N				24584798	DIP:23764N				24584643	14605208	Two hybrid test
DIP:37234E	DIP:23765N				24649524	DIP:19353N				24762669	14605208	Two hybrid test
DIP:37235E	DIP:17425N				24666524	DIP:19353N				24762669	14605208	Two hybrid test
DIP:37236E	DIP:20514N		P17276	JC4888	24660393	DIP:19353N				24762669	14605208	Two hybrid test
DIP:37237E	DIP:17308N				17137572	DIP:19353N				24762669	14605208	Two hybrid test
DIP:37238E	DIP:23296N				24656966	DIP:19353N				24762669	14605208	Two hybrid test
DIP:37239E	DIP:17256N				24643118	DIP:22589N				21355511	14605208	Two hybrid test
DIP:37240E	DIP:17816N				22024114	DIP:22589N				21355511	14605208	Two hybrid test
DIP:37241E	DIP:18873N				19922070	DIP:22525N				24653306	14605208	Two hybrid test
DIP:37242E	DIP:20259N				17136826	DIP:23695N				18859855	14605208	Two hybrid test
DIP:37243E	DIP:18925N		Q9VSH3		21355991	DIP:23510N				24653302	14605208	Two hybrid test
DIP:37244E	DIP:18332N				24648294	DIP:19420N		P41126	JC4260	17647879	14605208	Two hybrid test
DIP:37245E	DIP:17466N				24659451	DIP:19420N		P41126	JC4260	17647879	14605208	Two hybrid test
DIP:37246E	DIP:21685N				17136588	DIP:19420N		P41126	JC4260	17647879	14605208	Two hybrid test
DIP:37247E	DIP:18263N				24582219	DIP:23766N				24642615	14605208	Two hybrid test
DIP:37248E	DIP:21076N		Q27368		24648770	DIP:18766N				17136994	14605208	Two hybrid test
DIP:37249E	DIP:21114N				24660188	DIP:18766N				17136994	14605208	Two hybrid test
DIP:37250E	DIP:17281N				21356397	DIP:23767N				24645784	14605208	Two hybrid test
DIP:37251E	DIP:18194N				24584798	DIP:21169N				24649214	14605208	Two hybrid test
DIP:37252E	DIP:19132N				24647779	DIP:21169N				24649214	14605208	Two hybrid test
DIP:37253E	DIP:21931N				24655036	DIP:23768N				17647949	14605208	Two hybrid test
DIP:37254E	DIP:19171N				21355349	DIP:23769N				24641626	14605208	Two hybrid test
DIP:37255E	DIP:19768N				24583827	DIP:23770N				20129941	14605208	Two hybrid test
DIP:37256E	DIP:17875N				17137642	DIP:23771N				24650097	14605208	Two hybrid test
DIP:37257E	DIP:21844N		Q9VTF9		17737561	DIP:23771N				24650097	14605208	Two hybrid test
DIP:37258E	DIP:18448N				24582592	DIP:23771N				24650097	14605208	Two hybrid test
DIP:37259E	DIP:19357N		P54185		17136924	DIP:23772N				24582467	14605208	Two hybrid test
DIP:37260E	DIP:17169N		O18640		17137396	DIP:23772N				24582467	14605208	Two hybrid test
DIP:37261E	DIP:22114N		Q9VSS2		21355591	DIP:20653N				22026959	14605208	Two hybrid test
DIP:37262E	DIP:21688N				24582516	DIP:20653N				22026959	14605208	Two hybrid test
DIP:37263E	DIP:17194N				19921312	DIP:20653N				22026959	14605208	Two hybrid test
DIP:37264E	DIP:17450N				24663043	DIP:23773N				24640042	14605208	Two hybrid test
DIP:37265E	DIP:18561N				24646009	DIP:23773N				24640042	14605208	Two hybrid test
DIP:37266E	DIP:17194N				19921312	DIP:23109N				19921346	14605208	Two hybrid test
DIP:37267E	DIP:22666N				21357951	DIP:21252N		Q9W141		19922916	14605208	Two hybrid test
DIP:37268E	DIP:20028N		P16163		17136576	DIP:23774N				17136210	14605208	Two hybrid test
DIP:37269E	DIP:17189N				28574406	DIP:23775N				24645830	14605208	Two hybrid test
DIP:37270E	DIP:17331N				24646899	DIP:23775N				24645830	14605208	Two hybrid test
DIP:37271E	DIP:23347N				17737985	DIP:18096N		P14318	A30128	17136346	14605208	Two hybrid test
DIP:37272E	DIP:20294N				21357737	DIP:18096N		P14318	A30128	17136346	14605208	Two hybrid test
DIP:37273E	DIP:17535N				21357113	DIP:18096N		P14318	A30128	17136346	14605208	Two hybrid test
DIP:37274E	DIP:17464N				24584835	DIP:18126N				20129527	14605208	Two hybrid test
DIP:37275E	DIP:17158N				24651185	DIP:18126N				20129527	14605208	Two hybrid test
DIP:37276E	DIP:19721N				24655502	DIP:18126N				20129527	14605208	Two hybrid test
DIP:37277E	DIP:19722N				20130425	DIP:18126N				20129527	14605208	Two hybrid test
DIP:37278E	DIP:17862N				24645515	DIP:18126N				20129527	14605208	Two hybrid test
DIP:37279E	DIP:20710N				20129923	DIP:18126N				20129527	14605208	Two hybrid test
DIP:37280E	DIP:17195N				19921254	DIP:18126N				20129527	14605208	Two hybrid test
DIP:37281E	DIP:21172N				21355643	DIP:18126N				20129527	14605208	Two hybrid test
DIP:37282E	DIP:20793N				24582487	DIP:21315N				17137800	14605208	Two hybrid test
DIP:37283E	DIP:21000N				28571234	DIP:21315N				17137800	14605208	Two hybrid test
DIP:37284E	DIP:18643N		P45889		24646371	DIP:21315N				17137800	14605208	Two hybrid test
DIP:37285E	DIP:17438N		P00528		24657868	DIP:21315N				17137800	14605208	Two hybrid test
DIP:37286E	DIP:17464N				24584835	DIP:23776N				20129529	14605208	Two hybrid test
DIP:37287E	DIP:17849N				21357547	DIP:23776N				20129529	14605208	Two hybrid test
DIP:37288E	DIP:17195N				19921254	DIP:23589N				24649160	14605208	Two hybrid test
DIP:37289E	DIP:19543N		P04357	SMFF	17737877	DIP:23589N				24649160	14605208	Two hybrid test
DIP:37290E	DIP:17415N				24667063	DIP:22691N				19921028	14605208	Two hybrid test
DIP:37291E	DIP:22285N				21356855	DIP:19999N				24653322	14605208	Two hybrid test
DIP:37292E	DIP:18288N				24582006	DIP:19999N				24653322	14605208	Two hybrid test
DIP:37293E	DIP:17645N				20129967	DIP:23777N				20129945	14605208	Two hybrid test
DIP:37294E	DIP:17268N		O46036		24646446	DIP:17716N		P10734		17737693	14605208	Two hybrid test
DIP:37295E	DIP:17636N				24665784	DIP:17716N		P10734		17737693	14605208	Two hybrid test
DIP:37296E	DIP:17586N				24585943	DIP:17716N		P10734		17737693	14605208	Two hybrid test
DIP:37297E	DIP:17438N		P00528		24657868	DIP:23031N				21356741	14605208	Two hybrid test
DIP:37298E	DIP:22199N				24581787	DIP:23031N				21356741	14605208	Two hybrid test
DIP:37299E	DIP:17940N				21357761	DIP:23031N				21356741	14605208	Two hybrid test
DIP:37300E	DIP:18856N				17647723	DIP:23537N				24665282	14605208	Two hybrid test
DIP:37301E	DIP:22242N				24584007	DIP:23537N				24665282	14605208	Two hybrid test
DIP:37302E	DIP:21382N				21356211	DIP:18637N				21356797	14605208	Two hybrid test
DIP:37303E	DIP:18595N				17648123	DIP:18637N				21356797	14605208	Two hybrid test
DIP:37304E	DIP:23778N				21358617	DIP:18637N				21356797	14605208	Two hybrid test
DIP:37305E	DIP:23779N				24645871	DIP:18637N				21356797	14605208	Two hybrid test
DIP:37306E	DIP:22164N				19920766	DIP:18637N				21356797	14605208	Two hybrid test
DIP:37307E	DIP:17308N				17137572	DIP:18637N				21356797	14605208	Two hybrid test
DIP:37308E	DIP:21003N				24645419	DIP:18637N				21356797	14605208	Two hybrid test
DIP:37309E	DIP:22864N				18858169	DIP:17965N				24642645	14605208	Two hybrid test
DIP:37310E	DIP:18830N				24650758	DIP:23780N				24650120	14605208	Two hybrid test
DIP:37311E	DIP:17329N		P52485		17137158	DIP:20062N				28574115	14605208	Two hybrid test
DIP:37312E	DIP:23781N				24640721	DIP:20062N				28574115	14605208	Two hybrid test
DIP:37313E	DIP:18856N				17647723	DIP:20062N				28574115	14605208	Two hybrid test
DIP:37314E	DIP:17940N				21357761	DIP:22515N				19921138	14605208	Two hybrid test
DIP:37315E	DIP:22005N				17137576	DIP:18332N				24648294	14605208	Two hybrid test
DIP:37316E	DIP:19182N				24642006	DIP:18332N				24648294	14605208	Two hybrid test
DIP:37317E	DIP:18425N				24650747	DIP:18332N				24648294	14605208	Two hybrid test
DIP:37318E	DIP:23696N		P25724	A40042	17136364	DIP:18332N				24648294	14605208	Two hybrid test
DIP:37319E	DIP:18346N				20130049	DIP:18332N				24648294	14605208	Two hybrid test
DIP:37320E	DIP:18347N				18859891	DIP:18332N				24648294	14605208	Two hybrid test
DIP:37321E	DIP:21688N				24582516	DIP:18332N				24648294	14605208	Two hybrid test
DIP:37322E	DIP:18713N				24649262	DIP:18332N				24648294	14605208	Two hybrid test
DIP:37323E	DIP:17760N				21357903	DIP:18332N				24648294	14605208	Two hybrid test
DIP:37324E	DIP:23782N				28574581	DIP:18332N				24648294	14605208	Two hybrid test
DIP:37325E	DIP:17391N				24655741	DIP:18332N				24648294	14605208	Two hybrid test
DIP:37326E	DIP:18163N				18860017	DIP:18332N				24648294	14605208	Two hybrid test
DIP:37327E	DIP:20181N				24659188	DIP:22147N				18859859	14605208	Two hybrid test
DIP:37328E	DIP:17449N				24653385	DIP:20034N				24650124	14605208	Two hybrid test
DIP:37329E	DIP:18503N				24654595	DIP:20034N				24650124	14605208	Two hybrid test
DIP:37330E	DIP:17243N				21357269	DIP:20034N				24650124	14605208	Two hybrid test
DIP:37331E	DIP:17834N				24655577	DIP:20034N				24650124	14605208	Two hybrid test
DIP:37332E	DIP:20233N				24659272	DIP:20034N				24650124	14605208	Two hybrid test
DIP:37333E	DIP:23783N				24582744	DIP:20034N				24650124	14605208	Two hybrid test
DIP:37334E	DIP:19617N				24647270	DIP:20034N				24650124	14605208	Two hybrid test
DIP:37335E	DIP:21043N				24650786	DIP:20744N			S68988	17647207	14605208	Two hybrid test
DIP:37336E	DIP:21581N				21357861	DIP:20744N			S68988	17647207	14605208	Two hybrid test
DIP:37337E	DIP:17268N		O46036		24646446	DIP:20216N		P13054	S06450	28574803	14605208	Two hybrid test
DIP:37338E	DIP:17160N				24640353	DIP:20216N		P13054	S06450	28574803	14605208	Two hybrid test
DIP:37339E	DIP:22211N				24657798	DIP:22924N				19920498	14605208	Two hybrid test
DIP:37340E	DIP:17908N				24646498	DIP:22924N				19920498	14605208	Two hybrid test
DIP:37341E	DIP:17057N				24584547	DIP:17147N				17737425	14605208	Two hybrid test
DIP:37342E	DIP:21069N				17137454	DIP:17147N				17737425	14605208	Two hybrid test
DIP:37343E	DIP:19052N				24647137	DIP:17147N				17737425	14605208	Two hybrid test
DIP:37344E	DIP:17413N				24662634	DIP:17147N				17737425	14605208	Two hybrid test
DIP:37345E	DIP:23784N				24583438	DIP:17147N				17737425	14605208	Two hybrid test
DIP:37346E	DIP:21085N				24648755	DIP:17147N				17737425	14605208	Two hybrid test
DIP:37347E	DIP:17256N				24643118	DIP:17147N				17737425	14605208	Two hybrid test
DIP:37348E	DIP:17635N				24667117	DIP:17147N				17737425	14605208	Two hybrid test
DIP:37349E	DIP:18514N				24582746	DIP:17147N				17737425	14605208	Two hybrid test
DIP:37350E	DIP:17638N				20428641	DIP:17147N				17737425	14605208	Two hybrid test
DIP:37351E	DIP:18113N		Q02748		17136248	DIP:17147N				17737425	14605208	Two hybrid test
DIP:37352E	DIP:18380N				24655121	DIP:17147N				17737425	14605208	Two hybrid test
DIP:37353E	DIP:17061N				24643447	DIP:17147N				17737425	14605208	Two hybrid test
DIP:37354E	DIP:17467N				17137696	DIP:22830N				24658292	14605208	Two hybrid test
DIP:37355E	DIP:17938N				28573590	DIP:22830N				24658292	14605208	Two hybrid test
DIP:37356E	DIP:18317N				24645869	DIP:19270N				21355719	14605208	Two hybrid test
DIP:37357E	DIP:17518N		O96860		17137630	DIP:19270N				21355719	14605208	Two hybrid test
DIP:37358E	DIP:17759N				18860099	DIP:19270N				21355719	14605208	Two hybrid test
DIP:37359E	DIP:23785N				17316365	DIP:19270N				21355719	14605208	Two hybrid test
DIP:37360E	DIP:20335N				24643083	DIP:19270N				21355719	14605208	Two hybrid test
DIP:37361E	DIP:18201N				19922992	DIP:19270N				21355719	14605208	Two hybrid test
DIP:37362E	DIP:17877N		P39736	A56575	24640727	DIP:19270N				21355719	14605208	Two hybrid test
DIP:37363E	DIP:17391N				24655741	DIP:19270N				21355719	14605208	Two hybrid test
DIP:37364E	DIP:19235N		P42325	A55666	28574621	DIP:23786N				24650126	14605208	Two hybrid test
DIP:37365E	DIP:19115N				20130281	DIP:23787N				24580799	14605208	Two hybrid test
DIP:37366E	DIP:20028N		P16163		17136576	DIP:17808N				19921036	14605208	Two hybrid test
DIP:37367E	DIP:19046N		P29413	A56637	24645441	DIP:17808N				19921036	14605208	Two hybrid test
DIP:37369E	DIP:18425N				24650747	DIP:19440N				24580804	14605208	Two hybrid test
DIP:37370E	DIP:17336N				21358039	DIP:19440N				24580804	14605208	Two hybrid test
DIP:37371E	DIP:18113N		Q02748		17136248	DIP:19440N				24580804	14605208	Two hybrid test
DIP:37372E	DIP:18380N				24655121	DIP:21043N				24650786	14605208	Two hybrid test
DIP:37373E	DIP:20444N				19920912	DIP:23310N				18921187	14605208	Two hybrid test
